hurs,evspsbl,tas,treeFrac
74.65416,6.28E-05,290.6394,0.123767875
71.297295,4.95E-05,290.40997,0.13370377
72.95383,4.35E-05,290.7385,0.1531231
76.39665,4.27E-05,292.48987,0.18955646
76.36627,5.31E-05,293.72653,0.29489416
80.98335,6.50E-05,294.97092,0.41048267
80.14303,6.32E-05,295.6218,0.5262257
75.83711,5.64E-05,295.73584,0.5773443
77.221016,5.25E-05,295.47568,0.6106585
76.42846,5.34E-05,294.1517,0.6026936
76.2497,5.08E-05,293.32645,0.33007443
71.57059,4.83E-05,291.99225,0.16406073
74.52238,4.84E-05,291.61365,0.12788473
71.27007,5.46E-05,290.91345,0.13820063
76.86198,3.99E-05,292.1342,0.15874578
75.52097,4.92E-05,292.75403,0.20478247
81.105,4.17E-05,294.83206,0.29674962
74.44419,5.63E-05,296.09222,0.39176992
76.12114,4.93E-05,297.1271,0.4903626
75.45037,5.10E-05,297.0955,0.5544924
77.94637,6.49E-05,296.05704,0.58849514
70.517975,6.55E-05,294.49225,0.4724374
71.15528,6.40E-05,292.9309,0.17997085
73.61449,6.21E-05,292.45853,0.124275506
68.005424,5.45E-05,291.0264,0.12166315
70.438065,4.91E-05,290.55862,0.13301279
71.81371,4.76E-05,291.49005,0.1498248
75.934456,4.65E-05,292.48184,0.18758744
78.10558,4.95E-05,294.1467,0.27629882
78.63529,5.95E-05,295.53363,0.41134834
80.38713,6.34E-05,295.96332,0.5316101
79.35558,5.49E-05,295.85107,0.5823215
76.28766,5.59E-05,295.40445,0.6135449
75.24293,5.43E-05,294.41592,0.604283
71.80374,6.16E-05,292.73264,0.2909353
71.873436,7.41E-05,291.76526,0.14239348
75.6963,4.63E-05,291.0219,0.12534077
72.82816,5.05E-05,290.83456,0.12657146
71.611885,5.08E-05,290.68677,0.14432211
75.37748,4.24E-05,292.54062,0.17997834
77.04512,5.55E-05,293.6374,0.2797739
80.2469,6.13E-05,294.51337,0.46044344
79.5904,7.08E-05,295.0382,0.5639183
78.83679,6.40E-05,295.19803,0.603522
77.98728,5.19E-05,294.55582,0.6257318
73.24256,5.32E-05,293.42593,0.4986615
78.92511,4.81E-05,292.8982,0.20222273
70.10271,6.45E-05,291.1934,0.1293275
69.348495,5.81E-05,290.3763,0.12290275
72.92857,4.96E-05,290.5468,0.13316758
75.7086,4.28E-05,290.97678,0.15386942
74.14133,4.34E-05,292.28378,0.19916514
78.249054,5.68E-05,293.64026,0.28148383
75.654816,6.02E-05,294.46606,0.38736603
78.9496,6.34E-05,295.47632,0.47123343
77.76468,5.65E-05,295.20148,0.56169903
74.78502,6.11E-05,294.23508,0.59974927
76.70388,5.12E-05,293.62796,0.5549097
73.77382,6.25E-05,292.35968,0.27801675
72.422134,5.23E-05,291.21072,0.13243182
75.95089,4.12E-05,291.01712,0.12477673
73.768265,3.95E-05,290.7791,0.13444293
76.20086,4.12E-05,291.89365,0.15611123
73.54621,5.13E-05,292.62708,0.2031743
77.4821,5.19E-05,294.18967,0.30046952
77.08228,6.10E-05,295.4019,0.4322892
78.00579,8.00E-05,295.73773,0.5156651
80.55016,5.93E-05,295.55124,0.566827
77.6675,5.08E-05,295.25552,0.6048792
74.68129,5.75E-05,294.237,0.5335226
73.594574,4.77E-05,292.76062,0.24197452
71.12757,5.93E-05,291.79126,0.14060216
68.176575,5.91E-05,290.65143,0.12121521
73.37392,5.00E-05,290.81354,0.125095
76.183105,4.27E-05,291.7066,0.14235468
75.38782,4.71E-05,292.41397,0.18246229
79.11289,4.36E-05,294.32944,0.25192213
75.928055,6.91E-05,295.18057,0.3546899
87.1017,4.32E-05,296.08786,0.44376123
76.81616,7.33E-05,295.67282,0.51735604
78.519745,6.35E-05,295.07913,0.5725874
70.37036,5.16E-05,293.82513,0.54735714
72.523994,5.89E-05,292.4373,0.26662856
70.92338,6.15E-05,291.47714,0.129953
75.57439,5.42E-05,290.77924,0.11794852
72.47734,5.69E-05,290.7339,0.12656954
71.495895,4.89E-05,290.97998,0.14590485
76.92735,3.65E-05,293.2415,0.18448643
77.27458,5.55E-05,294.96286,0.27738008
78.85627,6.96E-05,295.14948,0.42027724
78.14818,7.64E-05,295.3812,0.50979936
80.54882,6.11E-05,295.3896,0.56890154
80.054,4.34E-05,295.40475,0.6036386
75.35006,4.97E-05,294.57816,0.5569277
77.16503,4.96E-05,293.27863,0.2956522
72.53374,6.89E-05,292.32834,0.13680369
71.94805,7.06E-05,291.0985,0.12244025
73.194305,5.88E-05,290.17746,0.12524547
76.18228,3.89E-05,292.0528,0.14033905
75.665054,5.12E-05,292.07983,0.17601836
79.84314,4.49E-05,294.13724,0.2518511
79.40791,5.21E-05,295.07474,0.4262867
77.363335,5.09E-05,296.35458,0.52203095
79.14309,6.46E-05,296.3572,0.56621075
78.02984,4.99E-05,295.43784,0.5983169
74.91322,4.81E-05,294.18466,0.52394086
70.182526,6.13E-05,292.5166,0.1961008
72.56768,5.59E-05,291.4569,0.122863345
75.84136,4.23E-05,290.68875,0.121272065
72.034096,4.50E-05,290.483,0.12832792
75.34936,3.57E-05,291.69128,0.14764045
75.53003,4.74E-05,293.26874,0.18864064
81.895035,3.82E-05,294.98254,0.27500123
78.12598,6.06E-05,296.16916,0.43157837
76.60195,6.42E-05,296.40475,0.51136154
76.571365,6.89E-05,295.85126,0.5568994
75.28279,5.01E-05,295.56015,0.5809786
72.84514,5.96E-05,294.35635,0.5090108
76.09446,4.67E-05,293.70035,0.21594831
76.62367,4.82E-05,292.774,0.12747686
71.41424,5.21E-05,291.64938,0.11915593
73.12057,4.97E-05,291.68173,0.12684798
71.0463,4.95E-05,291.71716,0.14662074
75.91591,4.69E-05,293.1789,0.17938049
77.321724,5.76E-05,294.26172,0.23760338
74.1094,7.15E-05,295.48566,0.3908961
78.5339,5.03E-05,296.3166,0.5483589
74.88526,6.73E-05,295.91693,0.59550136
75.22205,5.63E-05,295.43344,0.6210437
75.84603,5.74E-05,294.05173,0.5313537
75.72181,5.58E-05,293.16302,0.25490007
72.80122,5.51E-05,291.9877,0.13963217
74.268974,4.48E-05,291.69217,0.117421605
73.24716,4.92E-05,291.3837,0.12638038
72.03916,5.22E-05,291.3468,0.14620675
80.77417,3.07E-05,293.40372,0.1795428
74.610535,6.74E-05,294.71417,0.27090842
82.08853,5.30E-05,295.64944,0.4010451
83.180214,6.28E-05,296.38528,0.53828603
80.62404,6.16E-05,296.39087,0.59175074
79.51321,5.62E-05,295.24884,0.61262953
76.14157,5.41E-05,294.30267,0.4394923
72.33171,5.80E-05,293.0137,0.1777945
70.5825,5.98E-05,292.01144,0.12480313
70.60175,5.93E-05,291.2806,0.12096341
70.63886,6.37E-05,290.59323,0.12581491
77.801796,4.82E-05,291.32953,0.14250578
74.35679,4.43E-05,292.31537,0.17678498
80.38761,4.81E-05,294.49628,0.25386894
80.83658,5.00E-05,295.84,0.4138752
80.10794,5.98E-05,296.42462,0.5227873
85.14947,4.60E-05,296.86133,0.57990307
86.78726,3.75E-05,297.16357,0.6075932
73.8511,6.16E-05,294.84906,0.5435757
74.35394,6.37E-05,293.4113,0.23672174
72.34003,4.51E-05,292.37555,0.124639794
71.04452,7.26E-05,291.0744,0.11469673
75.17516,4.13E-05,291.65915,0.12382529
71.92532,5.40E-05,292.0406,0.14285135
72.994064,5.04E-05,293.11786,0.17819287
80.39024,4.53E-05,294.48126,0.2506304
77.667656,7.19E-05,295.32953,0.38672906
77.00849,6.69E-05,296.25043,0.5033342
80.07309,5.87E-05,296.2525,0.56873864
77.67832,7.48E-05,295.4211,0.608476
77.90677,5.59E-05,293.99155,0.5760859
76.54974,4.74E-05,293.204,0.2217578
74.57159,5.28E-05,292.25345,0.12526953
72.22333,6.32E-05,291.0975,0.11649896
75.14833,4.86E-05,291.48962,0.122787826
77.135544,3.45E-05,292.81607,0.14335625
75.13739,4.96E-05,293.5467,0.18442565
76.47371,3.99E-05,295.49863,0.26160893
75.83341,7.29E-05,296.45654,0.36555535
79.14447,5.86E-05,297.13086,0.46903166
77.92168,6.62E-05,296.91806,0.5237965
77.20037,5.69E-05,296.17276,0.56923914
76.244736,5.38E-05,295.17438,0.5005598
74.44211,5.51E-05,293.76065,0.22313936
70.62291,6.10E-05,292.49503,0.12001502
73.59087,5.87E-05,291.71042,0.11195654
72.92834,5.49E-05,291.9684,0.121005155
73.15247,5.07E-05,292.0316,0.13844898
80.53195,4.70E-05,293.4912,0.17096536
74.95518,4.80E-05,294.80283,0.23505835
75.95338,6.64E-05,295.96667,0.3300576
81.44443,6.83E-05,296.25244,0.44157636
80.50162,5.97E-05,296.12943,0.52789676
76.463066,5.45E-05,295.69763,0.57567614
75.36037,5.70E-05,294.58246,0.5190711
78.863754,4.96E-05,293.84525,0.20779479
73.86897,5.63E-05,292.64557,0.11755482
72.12044,5.76E-05,291.8439,0.11355108
70.36922,5.39E-05,291.6478,0.122483104
74.52397,4.11E-05,292.4416,0.1374184
76.816605,4.09E-05,293.6522,0.18478315
76.53092,4.94E-05,295.19604,0.27232215
75.263145,6.94E-05,296.1362,0.42047775
76.517006,7.57E-05,296.11993,0.5239167
79.16375,4.65E-05,296.40533,0.5781542
72.87329,7.48E-05,295.29453,0.6021874
74.97378,5.60E-05,294.17233,0.46477053
76.69613,4.65E-05,293.27695,0.17976846
71.56009,6.51E-05,292.2613,0.115334615
70.77717,5.38E-05,291.23105,0.11569234
72.07525,4.86E-05,291.44366,0.122675955
70.64668,4.70E-05,291.6062,0.14236543
78.69709,4.35E-05,293.40073,0.18728168
75.120605,5.22E-05,294.65643,0.2713345
80.779305,4.64E-05,295.6715,0.42846942
81.54511,6.38E-05,296.25635,0.52168036
81.5754,5.26E-05,296.1496,0.57875854
80.946304,4.53E-05,296.0646,0.614999
77.89032,4.73E-05,295.09702,0.5876313
72.48025,6.00E-05,293.45813,0.24769193
70.77097,6.70E-05,292.2268,0.12107925
69.480354,6.28E-05,290.70834,0.11647596
77.02823,3.58E-05,291.82285,0.12219627
76.64937,4.52E-05,292.1901,0.13944769
74.70165,4.56E-05,293.8884,0.18005031
79.33479,4.38E-05,295.16666,0.23619658
77.31103,6.50E-05,296.36197,0.3363478
77.60996,6.61E-05,296.66238,0.44746736
76.07313,7.05E-05,296.17572,0.54122317
77.15454,6.81E-05,295.34756,0.57374567
73.10031,4.84E-05,294.17566,0.44311592
72.03705,5.45E-05,293.4169,0.19133686
71.326,5.67E-05,292.20236,0.11659999
69.56345,5.48E-05,291.50342,0.11485549
74.325874,4.51E-05,291.76028,0.11904266
75.71754,3.70E-05,292.734,0.13543789
80.14822,3.75E-05,293.9616,0.16906878
77.58828,5.91E-05,295.44836,0.23244213
77.37041,6.56E-05,295.7865,0.36472854
83.96982,5.26E-05,297.30438,0.45615375
83.5408,5.93E-05,297.00055,0.5421792
74.26693,6.64E-05,295.74777,0.5896159
73.79532,6.42E-05,294.33987,0.5281396
71.857666,6.34E-05,293.35883,0.22720307
68.36051,7.33E-05,291.51895,0.12038992
70.77627,6.80E-05,290.4853,0.11500892
77.263145,4.45E-05,290.9804,0.117004335
73.3613,4.57E-05,291.18378,0.13051188
76.16327,4.22E-05,293.05518,0.16761051
78.2824,5.06E-05,294.33694,0.25717223
79.44832,6.85E-05,295.4172,0.38395217
78.467926,6.78E-05,295.77185,0.49284327
79.619576,5.19E-05,296.0646,0.5525497
76.17547,6.07E-05,295.477,0.5840509
72.283905,5.55E-05,294.41907,0.47455218
71.06987,5.60E-05,293.15005,0.22882226
75.86337,5.35E-05,292.21658,0.12252993
72.09202,4.88E-05,291.526,0.115924045
73.21752,5.08E-05,291.1954,0.124822244
72.057846,4.64E-05,291.551,0.14265683
80.59228,3.12E-05,293.92657,0.17682512
78.87713,4.87E-05,295.9671,0.23478864
77.87717,6.04E-05,296.81998,0.34944052
79.15145,4.96E-05,297.70844,0.43878597
78.65683,5.28E-05,297.56836,0.5109657
76.796616,4.81E-05,296.9319,0.56120825
75.90622,5.58E-05,295.97052,0.40998575
76.89064,5.89E-05,294.48264,0.16128339
71.8915,6.23E-05,293.23407,0.11420954
69.27744,5.91E-05,292.04846,0.11453877
72.233246,5.78E-05,291.5134,0.12340715
79.134705,4.42E-05,292.72995,0.1436014
76.80407,4.59E-05,293.91058,0.17737646
80.951355,3.61E-05,295.85367,0.27167666
77.80886,7.81E-05,296.91754,0.4396221
81.709526,6.32E-05,297.00687,0.533303
81.63851,7.46E-05,297.44763,0.5867533
80.61934,6.18E-05,296.287,0.6014718
75.670166,5.45E-05,294.97604,0.46376258
74.6284,6.16E-05,294.1831,0.1837322
74.56985,5.37E-05,293.24078,0.11166218
69.26143,6.54E-05,291.88193,0.11072368
70.64672,5.28E-05,292.2452,0.117079884
70.88823,6.26E-05,292.20602,0.13477114
75.01744,4.18E-05,293.81955,0.16397315
74.50722,5.05E-05,295.34036,0.21506009
77.65675,7.23E-05,296.19556,0.33683062
79.348274,7.30E-05,296.3831,0.49993318
81.112015,5.51E-05,296.70715,0.57287604
75.14284,5.21E-05,296.0465,0.6162554
73.36857,5.42E-05,295.03085,0.5161093
74.1427,5.83E-05,294.1351,0.18762559
78.4209,5.30E-05,292.96927,0.11900625
74.36316,5.89E-05,292.04306,0.114098445
69.49796,5.64E-05,291.5387,0.12294837
74.98641,4.61E-05,292.5459,0.14599921
78.57443,4.13E-05,293.8579,0.18767208
75.92315,5.97E-05,295.44754,0.27572045
79.4049,6.08E-05,296.38754,0.41280988
82.3504,5.45E-05,297.20114,0.5212058
78.618095,5.14E-05,296.97845,0.56977874
75.418724,5.94E-05,296.412,0.5817617
71.250755,7.14E-05,294.8232,0.48664105
75.94239,5.41E-05,293.29288,0.20427439
75.006836,5.74E-05,292.6822,0.12214675
76.007385,4.71E-05,292.75092,0.10804158
71.25481,6.73E-05,291.80212,0.1105018
75.47533,4.61E-05,292.34778,0.12524873
76.239395,4.82E-05,293.6843,0.1560749
79.75919,5.65E-05,294.64392,0.21136944
80.273964,5.67E-05,296.42734,0.3470973
78.989685,6.63E-05,296.81567,0.5096112
80.85506,5.96E-05,296.8067,0.572365
73.644714,6.84E-05,295.72147,0.6042509
76.92033,5.11E-05,294.69507,0.4971934
76.583885,3.99E-05,294.24466,0.1831075
70.384346,7.37E-05,292.4955,0.11544518
73.49073,4.59E-05,292.02972,0.112615004
78.54384,3.57E-05,293.00327,0.11692124
76.6584,4.44E-05,293.52286,0.1322602
75.51827,5.58E-05,294.01727,0.17269656
79.058075,5.63E-05,295.45612,0.2762724
76.60243,7.02E-05,296.14706,0.41799864
80.50672,6.33E-05,296.94846,0.56691486
76.74088,7.45E-05,296.44684,0.6027211
77.60087,5.83E-05,295.86307,0.6183554
75.75412,6.26E-05,294.44772,0.5471863
75.00068,4.56E-05,293.38214,0.20031205
71.36488,5.97E-05,292.1874,0.117445804
73.84861,4.56E-05,292.12015,0.111721866
72.687294,5.48E-05,291.82233,0.117622204
73.430214,3.89E-05,292.432,0.13420239
76.12105,5.11E-05,293.91522,0.16563417
75.88246,6.29E-05,295.31097,0.23385584
85.95497,4.43E-05,296.41452,0.4081033
76.3729,5.65E-05,296.84982,0.56095237
76.50773,7.47E-05,296.98935,0.61141485
78.48792,6.16E-05,295.81375,0.63141483
77.11534,4.93E-05,294.9094,0.48988524
74.51161,6.18E-05,294.06067,0.1920027
73.01136,5.66E-05,292.46753,0.12060426
70.48534,5.84E-05,291.49243,0.110981785
75.32939,4.38E-05,292.29474,0.1161143
73.18621,4.76E-05,292.57465,0.1292029
78.17664,4.72E-05,294.0101,0.16702938
81.12203,4.42E-05,295.99252,0.2566677
77.56799,7.40E-05,296.70068,0.3568983
79.219246,6.27E-05,297.22516,0.48116478
78.29826,6.92E-05,297.0317,0.5546259
77.79613,4.22E-05,296.46487,0.5911142
72.69065,6.36E-05,295.12543,0.46914145
78.2143,5.05E-05,294.1445,0.19544727
69.62301,6.70E-05,292.54767,0.116295554
74.90522,4.91E-05,291.78125,0.11531187
71.3827,4.86E-05,291.77942,0.115593754
76.50855,3.33E-05,293.10208,0.13019578
77.38018,4.56E-05,294.49133,0.16501082
76.18853,6.35E-05,295.03055,0.26281825
78.759125,6.06E-05,296.41812,0.36993065
76.379196,6.58E-05,297.0078,0.46971667
77.65445,6.22E-05,296.82712,0.56360376
77.52775,5.34E-05,295.94986,0.60140204
73.740326,5.72E-05,295.12234,0.48295185
72.77628,6.04E-05,293.82812,0.18315217
71.487854,5.62E-05,292.49823,0.113327816
71.80447,6.46E-05,291.54108,0.109372556
72.50017,4.41E-05,291.99063,0.115576275
70.74761,4.96E-05,292.35428,0.13465871
74.63234,4.46E-05,293.43207,0.16631858
73.048996,6.27E-05,294.41684,0.24233606
79.71614,5.97E-05,295.79886,0.40552908
78.62086,5.36E-05,296.59293,0.5257297
77.22647,6.02E-05,296.7793,0.5758013
77.4059,5.31E-05,295.99258,0.583017
78.25366,5.37E-05,295.21988,0.4234069
76.94353,4.98E-05,293.37283,0.15476744
72.024864,5.45E-05,292.90482,0.109757856
71.628235,5.72E-05,291.90265,0.1075888
72.79365,5.61E-05,291.4055,0.112648495
79.28632,3.37E-05,292.57285,0.12729548
81.27154,3.46E-05,294.7244,0.15789124
75.741486,6.37E-05,295.64014,0.23095073
78.45445,6.08E-05,296.09106,0.32089925
77.73223,7.70E-05,296.9427,0.42808244
79.25495,5.62E-05,296.79825,0.49764368
77.30839,5.38E-05,296.10123,0.5337373
77.322975,5.99E-05,295.27142,0.33434454
72.984985,5.97E-05,293.7869,0.13251431
72.08041,4.95E-05,292.6676,0.11017425
72.30667,6.46E-05,292.20874,0.11040623
71.44557,5.19E-05,291.75473,0.11545618
74.073975,5.00E-05,292.57797,0.13030988
76.89165,4.93E-05,293.373,0.16884702
78.933334,5.63E-05,295.3289,0.23499745
77.399124,5.53E-05,296.15393,0.39870748
79.85738,7.25E-05,297.01102,0.48330832
81.28323,6.18E-05,296.51215,0.5421778
77.934784,6.04E-05,295.83585,0.5903885
76.595665,5.52E-05,294.75815,0.4070718
72.3928,6.50E-05,293.19217,0.14240737
72.83762,6.46E-05,292.3129,0.10924717
71.01386,5.70E-05,291.7438,0.11184232
75.20344,4.29E-05,291.9226,0.119418554
74.534134,4.53E-05,292.34137,0.13545616
78.153496,4.36E-05,293.532,0.1701705
75.42729,5.15E-05,294.6021,0.2306328
77.360794,7.28E-05,295.77908,0.31679296
76.00897,6.35E-05,296.007,0.41646507
75.906685,7.28E-05,296.0891,0.4928937
78.04502,5.31E-05,295.64478,0.5387038
76.24027,5.19E-05,294.59875,0.37941584
75.819984,4.65E-05,293.34784,0.1559459
71.963005,5.39E-05,292.54578,0.11159035
71.27292,6.13E-05,291.6189,0.11015519
74.40371,4.63E-05,291.5214,0.11406617
72.46661,4.82E-05,292.2457,0.1306
76.16731,4.92E-05,293.5458,0.16863
78.01715,4.21E-05,295.53445,0.28040826
77.533165,7.36E-05,296.4862,0.43316075
77.11214,7.19E-05,296.33414,0.53925204
78.11013,6.47E-05,296.4031,0.5982313
81.30101,4.69E-05,296.19977,0.6251668
78.08406,5.63E-05,295.4797,0.38957042
75.75278,5.24E-05,294.19412,0.13965754
71.7376,5.60E-05,292.6247,0.10689215
79.25802,3.99E-05,292.7983,0.10832301
76.370865,4.44E-05,293.02344,0.11754343
76.16818,4.04E-05,293.48126,0.13300866
77.72657,4.19E-05,295.04712,0.16044338
78.37982,5.62E-05,296.3831,0.21370736
78.67965,5.53E-05,297.68277,0.3311102
77.44751,7.32E-05,298.39822,0.49101275
78.45929,7.06E-05,297.61072,0.56934935
76.92439,6.08E-05,297.0192,0.60824573
75.5526,5.89E-05,295.6355,0.52002686
72.337204,6.16E-05,294.1247,0.22318329
71.28741,6.45E-05,293.18463,0.13233943
73.4117,4.88E-05,293.02844,0.108922094
70.587944,5.93E-05,292.05698,0.11333806
73.95336,6.09E-05,292.342,0.12956332
80.125595,3.96E-05,293.9485,0.15717153
79.659706,4.90E-05,296.0369,0.2208965
79.40425,5.38E-05,297.30496,0.34371546
82.88591,5.64E-05,297.7866,0.5028813
78.33393,7.88E-05,297.2283,0.5621309
78.67184,6.60E-05,296.42188,0.57544243
77.626976,6.28E-05,295.41583,0.4560613
82.142105,4.04E-05,294.58994,0.15737407
74.86212,5.75E-05,293.89166,0.1091836
70.09625,7.58E-05,292.51767,0.11237741
72.98101,6.01E-05,292.21826,0.11874635
73.83659,4.91E-05,292.90338,0.1371979
79.62358,4.65E-05,294.07983,0.17082669
75.61869,5.91E-05,295.4524,0.2515468
79.45007,6.42E-05,296.51678,0.36632532
82.99779,6.58E-05,297.1645,0.4548631
81.455765,6.35E-05,296.70953,0.5292842
74.666145,7.59E-05,295.82175,0.57404447
73.22453,6.04E-05,294.85175,0.49454477
72.7432,5.38E-05,293.46097,0.18582712
69.21661,6.78E-05,292.2599,0.11919404
74.90457,5.66E-05,291.99933,0.11198853
77.58848,3.59E-05,292.52383,0.119889535
78.01564,3.84E-05,293.15805,0.13583748
74.58586,5.83E-05,293.8382,0.16902235
76.66047,6.13E-05,295.5537,0.23689522
79.43995,6.12E-05,296.47534,0.39559484
80.105446,7.32E-05,296.60956,0.50190115
82.985985,5.66E-05,296.9829,0.5621877
75.5249,5.62E-05,296.1582,0.60106015
76.84839,4.70E-05,295.48566,0.5305368
74.35411,5.45E-05,294.34064,0.19777657
72.15372,6.09E-05,293.0269,0.108043484
76.10938,5.11E-05,293.21152,0.107420884
74.29633,4.91E-05,292.60934,0.11486349
77.50039,4.86E-05,293.5003,0.13274175
76.69647,4.82E-05,294.4027,0.16266383
79.48938,4.84E-05,295.9247,0.2522955
76.344284,6.17E-05,297.16238,0.4096983
78.63124,7.97E-05,297.27725,0.5039996
77.20992,5.94E-05,296.86923,0.5595348
76.510414,6.21E-05,296.45102,0.5829472
72.58734,5.88E-05,294.94968,0.33665553
76.23856,5.07E-05,294.2427,0.16072153
73.831314,6.18E-05,293.44608,0.109894276
70.5197,5.54E-05,292.3554,0.103262946
75.22986,4.52E-05,292.69302,0.110923454
76.04514,3.98E-05,293.3546,0.1276997
77.2985,4.84E-05,294.3653,0.15732919
77.47876,5.82E-05,295.31784,0.24184106
77.551216,6.58E-05,296.4201,0.37479636
79.17057,6.26E-05,297.28775,0.48493683
80.91451,5.31E-05,297.4564,0.5421859
75.94133,6.83E-05,296.56018,0.5815792
75.02033,5.33E-05,295.5848,0.4364174
71.74166,7.84E-05,293.48294,0.15941805
74.29406,5.37E-05,292.74667,0.10675332
71.62388,6.00E-05,292.12268,0.10700413
73.55925,4.99E-05,292.1322,0.11471894
71.75434,5.52E-05,292.14368,0.13107702
76.56928,4.42E-05,293.8169,0.16428617
77.05517,6.78E-05,295.00964,0.22145645
79.52593,5.45E-05,296.24442,0.32112533
82.16445,6.45E-05,296.77304,0.47650433
81.603584,4.78E-05,296.86203,0.55523866
76.00284,4.87E-05,296.6259,0.59788376
77.099106,4.97E-05,295.85635,0.4818209
75.25592,5.16E-05,294.802,0.15955919
74.216286,5.44E-05,293.36038,0.107678585
73.10459,5.30E-05,292.7937,0.10835027
71.90258,5.06E-05,293.03452,0.115116
76.51694,4.86E-05,293.34454,0.13130562
79.34915,3.51E-05,295.74518,0.15918745
79.46207,6.65E-05,296.46838,0.21348715
75.456825,7.17E-05,296.9579,0.30187932
77.856834,6.80E-05,297.54312,0.3990617
80.32207,7.03E-05,297.09537,0.47211063
82.535774,5.35E-05,296.79074,0.48077738
79.403336,5.38E-05,295.6438,0.2680771
78.93507,4.43E-05,294.86285,0.11826665
72.97814,6.33E-05,293.25015,0.10236528
73.761894,5.63E-05,292.72757,0.10516139
75.014305,4.80E-05,292.4533,0.1098344
79.962425,3.45E-05,293.82404,0.12319739
79.56671,4.10E-05,295.58688,0.15018386
76.28395,6.98E-05,296.13486,0.1965148
75.20541,7.20E-05,296.57895,0.31107923
84.55746,5.31E-05,297.72406,0.39968723
74.913605,6.31E-05,297.44708,0.4670167
72.98509,6.47E-05,296.20908,0.44841415
75.39177,5.92E-05,295.49338,0.2536555
77.404236,5.10E-05,294.69632,0.11395458
72.144806,6.92E-05,292.68176,0.103924826
73.49326,4.92E-05,292.91672,0.10896077
73.73666,5.25E-05,292.78275,0.116141915
75.83511,4.74E-05,293.415,0.12807694
75.29099,4.71E-05,294.27884,0.1623436
78.35572,4.67E-05,295.8172,0.26958516
