hurs,evspsbl,tas,treeFrac
77.97028,3.06E-05,292.53223,0.23011847
76.394966,4.25E-05,293.70456,0.32122895
76.043846,7.08E-05,294.4207,0.41382244
79.59024,5.81E-05,294.85248,0.51869935
80.06047,5.34E-05,294.91113,0.5679297
74.52607,4.52E-05,294.44543,0.59866726
70.94781,6.79E-05,292.91675,0.56618917
75.327354,5.36E-05,291.16666,0.31143364
77.85938,3.92E-05,290.6534,0.16380583
73.96635,5.28E-05,290.3044,0.14030004
72.65765,4.74E-05,289.56906,0.15000571
73.465614,4.34E-05,289.9665,0.1714032
77.204445,4.21E-05,291.38016,0.2151886
77.81053,4.20E-05,293.12518,0.3127484
75.76103,5.40E-05,294.4559,0.4481325
77.972626,5.62E-05,295.50366,0.53752303
78.31629,5.08E-05,295.49564,0.57208174
79.255486,5.25E-05,295.23773,0.5990263
77.66379,3.86E-05,293.88614,0.5921627
71.83295,5.88E-05,292.50955,0.3579368
70.14952,6.81E-05,290.65353,0.17243849
71.37197,5.32E-05,290.21915,0.15306182
71.56909,5.45E-05,289.22244,0.15762791
71.20964,4.62E-05,290.0777,0.1794931
73.14229,4.11E-05,291.63312,0.23085402
77.80553,4.79E-05,293.0171,0.3625899
82.42328,5.36E-05,294.27884,0.49977827
77.48235,7.06E-05,294.44016,0.5420464
82.94457,5.02E-05,294.70154,0.56859577
79.05665,5.85E-05,293.91098,0.5949652
75.47441,4.92E-05,292.82886,0.566104
71.08895,5.77E-05,291.46112,0.26933187
74.966774,4.25E-05,290.82184,0.16229689
70.26394,4.63E-05,290.1265,0.14622346
74.386314,5.15E-05,290.07205,0.15147038
74.81314,4.61E-05,290.89948,0.17159732
75.43866,4.73E-05,291.82666,0.21961564
74.80699,6.01E-05,292.9181,0.34503737
83.18357,5.21E-05,294.37885,0.46685225
81.70312,6.73E-05,295.19315,0.52540004
80.68373,6.54E-05,295.20395,0.5657878
75.29931,5.79E-05,294.06512,0.59425974
77.77259,4.93E-05,293.51468,0.4884984
75.925316,7.16E-05,291.8799,0.22755052
70.14193,4.95E-05,290.52594,0.15261336
75.907455,4.23E-05,290.44458,0.14547025
75.31458,4.07E-05,290.35443,0.15553835
72.77146,4.43E-05,291.78732,0.17995027
74.86727,5.25E-05,291.9398,0.2354393
72.964935,5.60E-05,293.4628,0.32488304
73.478195,6.45E-05,294.4673,0.48373035
76.64871,7.13E-05,294.83868,0.5616911
75.47534,7.46E-05,294.66772,0.5878287
76.556564,5.43E-05,293.80728,0.61205924
74.82288,4.97E-05,293.36847,0.54609185
73.194916,5.84E-05,291.38153,0.25972527
73.489586,5.23E-05,290.6665,0.1544422
69.715675,6.87E-05,289.2781,0.1465588
69.978294,5.52E-05,289.3114,0.15753084
72.167816,3.95E-05,290.298,0.18442425
79.251076,3.42E-05,292.19278,0.23667917
75.89547,5.34E-05,294.13025,0.3608031
77.61565,6.98E-05,294.40192,0.5093476
84.47331,4.74E-05,295.2544,0.55150366
79.594284,6.97E-05,295.35507,0.5810611
75.72112,5.57E-05,294.50925,0.60883623
71.291794,6.88E-05,293.01944,0.6073553
70.98948,5.22E-05,291.6037,0.39599118
72.399506,7.10E-05,290.60034,0.18116857
71.06104,6.20E-05,289.72052,0.14293845
74.04398,5.38E-05,289.60495,0.1466521
72.47578,4.08E-05,290.0119,0.16680324
73.10729,5.22E-05,291.3723,0.20532551
76.22679,4.63E-05,293.0989,0.29777816
73.37712,5.91E-05,293.89703,0.40389472
75.89022,7.86E-05,294.3574,0.4836305
80.36552,4.96E-05,294.9163,0.53866315
76.59277,5.18E-05,294.1747,0.5753689
74.440956,5.76E-05,293.01608,0.52544296
72.517265,5.84E-05,291.32013,0.27949488
72.3582,5.70E-05,290.4112,0.15340169
71.5407,5.57E-05,289.85873,0.14507407
70.23936,5.46E-05,289.2527,0.15539016
76.26792,3.84E-05,290.42947,0.17485641
80.52216,2.59E-05,292.57275,0.22597866
75.26736,4.56E-05,294.0962,0.32919878
78.27751,5.48E-05,295.157,0.45150182
78.55097,5.58E-05,295.53763,0.52851903
76.68028,5.31E-05,295.60294,0.5728251
78.35063,4.93E-05,295.18948,0.60107905
74.736786,6.82E-05,293.50745,0.4705997
75.30398,4.84E-05,291.7592,0.23225667
71.8594,5.26E-05,290.87848,0.16249599
73.660324,4.88E-05,290.09778,0.14962174
73.918175,4.58E-05,289.8735,0.15592706
75.00376,3.35E-05,291.11386,0.17924021
79.063545,3.70E-05,292.3307,0.23181131
76.57211,6.10E-05,293.57883,0.32026556
77.73184,4.78E-05,294.5649,0.4568148
73.767624,6.07E-05,294.99146,0.5290846
77.96564,6.32E-05,294.76245,0.5635384
79.47135,5.74E-05,294.0519,0.5891838
72.48387,4.82E-05,293.08194,0.48354247
72.36474,5.76E-05,291.75937,0.29120466
73.96082,5.31E-05,290.74475,0.15568891
69.85465,6.24E-05,289.4178,0.13960645
71.70296,3.69E-05,290.17804,0.1458154
74.86839,4.40E-05,290.7428,0.16227704
72.95179,4.97E-05,291.61435,0.1979406
75.04438,5.49E-05,293.00888,0.26505876
78.70212,6.19E-05,294.10266,0.43891558
84.314926,4.89E-05,295.03033,0.54123545
77.464645,7.34E-05,294.66855,0.5718663
77.31172,4.69E-05,293.89206,0.59892005
75.21202,4.16E-05,293.05963,0.50219756
70.63141,6.12E-05,291.6232,0.26225823
69.16906,6.85E-05,289.8487,0.16249162
74.639275,4.73E-05,289.3174,0.1438337
78.5162,3.72E-05,289.74304,0.14907798
82.383934,3.41E-05,290.4592,0.16813387
80.64481,3.60E-05,292.02274,0.21041787
77.78736,4.02E-05,293.80106,0.32286543
76.39846,5.47E-05,294.8852,0.4423056
76.56277,4.94E-05,295.8508,0.53649455
73.71935,6.00E-05,295.67737,0.5755618
75.4862,5.73E-05,294.38684,0.59811413
75.23274,6.45E-05,293.6668,0.5080951
73.17111,5.74E-05,291.7416,0.29239252
76.01423,4.18E-05,290.81644,0.15325218
74.4484,4.62E-05,290.10764,0.13937953
76.62841,4.02E-05,290.4413,0.1468572
73.28543,3.94E-05,290.74084,0.16717061
73.57036,4.76E-05,291.7051,0.20826906
76.23576,5.13E-05,293.29764,0.29944676
80.50859,5.92E-05,294.37726,0.45069277
83.91831,5.17E-05,295.49448,0.5442835
79.78465,6.59E-05,295.4907,0.5739526
77.20862,6.68E-05,294.49097,0.5998846
76.77986,4.43E-05,293.6847,0.5348883
72.66916,4.60E-05,292.5662,0.31130576
72.67858,6.31E-05,291.39066,0.15941226
72.04029,5.23E-05,290.28217,0.1416144
68.83791,4.87E-05,290.45523,0.14716807
75.59303,3.66E-05,291.33194,0.16896334
72.46009,4.96E-05,292.30267,0.20784105
78.12967,5.77E-05,293.61353,0.30166736
79.15423,6.60E-05,294.69614,0.44529638
78.51206,6.40E-05,294.7947,0.54342
77.196075,5.79E-05,295.0591,0.574764
73.95976,5.50E-05,294.21976,0.60299444
72.29997,5.08E-05,293.0106,0.53789324
75.03278,6.01E-05,291.95956,0.3097039
69.4154,5.82E-05,290.13852,0.1612481
70.5849,4.53E-05,290.37482,0.15064035
72.17087,5.06E-05,290.11133,0.15701804
75.499,4.38E-05,290.69037,0.17760262
78.54239,4.22E-05,292.6528,0.21375147
76.0827,5.61E-05,293.9526,0.35482374
76.069115,6.23E-05,294.75473,0.5055238
77.145615,5.95E-05,295.67487,0.56096447
80.60033,5.45E-05,295.49365,0.5871707
71.898994,5.59E-05,294.71262,0.6104288
75.98772,4.69E-05,294.16144,0.5806949
76.975266,5.97E-05,293.1986,0.32554233
70.171394,6.16E-05,291.00516,0.15895769
71.90632,5.35E-05,290.52444,0.14254777
75.516266,4.74E-05,290.50046,0.15128459
75.85325,3.73E-05,291.45044,0.17128594
76.486496,4.67E-05,292.07153,0.21643664
75.34376,5.70E-05,293.4332,0.34795126
79.91565,5.63E-05,294.38562,0.4748776
77.84395,6.46E-05,295.0318,0.5261127
78.790375,4.70E-05,295.04962,0.57236314
77.08337,5.71E-05,294.62134,0.6065494
70.00115,6.05E-05,293.26572,0.5970784
75.03166,4.84E-05,292.3041,0.37453127
71.31232,6.48E-05,291.0539,0.18435182
70.08205,6.07E-05,289.52222,0.15017809
71.11591,5.01E-05,289.8691,0.15388812
74.113075,4.12E-05,290.2583,0.17266433
76.62876,4.00E-05,291.94858,0.21233858
78.416595,5.17E-05,293.38638,0.36819667
78.306404,6.65E-05,294.2974,0.4938356
81.02625,6.25E-05,294.86017,0.54712105
81.864296,4.74E-05,295.1395,0.5762627
79.21025,4.54E-05,294.88657,0.59156966
75.1851,6.34E-05,293.84772,0.49602497
70.94075,6.71E-05,291.94406,0.25417408
71.623344,6.62E-05,290.94925,0.15296182
70.53715,6.31E-05,289.45807,0.14765717
72.71923,4.59E-05,289.22702,0.15532008
73.22888,4.63E-05,290.0036,0.17433174
76.425545,3.84E-05,291.7836,0.21061155
78.88456,4.92E-05,293.43878,0.35210213
81.74691,4.88E-05,295.1549,0.47979102
83.81752,4.81E-05,295.677,0.542618
79.27482,6.00E-05,295.03012,0.5730601
74.25119,5.62E-05,293.98105,0.5979209
75.69069,4.50E-05,293.47876,0.52881485
77.12584,6.07E-05,292.24948,0.24780267
71.77446,5.09E-05,290.8809,0.15640017
71.07929,6.26E-05,289.96518,0.13600558
72.1274,5.04E-05,289.45923,0.14642099
75.2041,4.04E-05,290.231,0.16378298
79.723656,4.17E-05,292.15402,0.19926076
71.88401,5.50E-05,293.0722,0.30349305
75.704254,5.94E-05,294.14096,0.46888742
80.08177,4.92E-05,295.70273,0.5617816
81.6279,5.39E-05,294.9789,0.5884313
75.5201,5.57E-05,294.45557,0.61312926
74.45458,5.71E-05,293.51285,0.5825134
74.50144,4.78E-05,292.39215,0.3801011
74.55389,4.67E-05,291.46927,0.17737234
68.05364,6.59E-05,289.78806,0.14923286
75.26696,5.60E-05,290.4678,0.15869059
74.19455,4.60E-05,290.5169,0.17858516
77.07723,2.89E-05,292.54523,0.2292989
78.50046,4.94E-05,293.75055,0.33766878
76.72801,6.21E-05,294.771,0.4739881
76.26869,6.76E-05,295.0077,0.54935694
75.32627,5.28E-05,294.96182,0.5862981
74.99821,5.72E-05,294.53442,0.6138133
72.70974,5.86E-05,292.99866,0.5420529
75.09061,4.32E-05,291.7999,0.23329777
72.968346,6.11E-05,291.12222,0.15353496
71.658455,6.68E-05,289.71335,0.14651226
68.613815,5.05E-05,288.68362,0.1511628
77.990585,3.07E-05,290.78323,0.16916786
79.63344,4.49E-05,292.09143,0.22272518
75.02538,5.23E-05,292.74268,0.3719455
78.50619,5.71E-05,294.19235,0.50621027
78.849625,5.45E-05,294.83612,0.55654
76.362785,5.42E-05,294.76074,0.58997244
77.83883,4.94E-05,294.7835,0.6134664
75.68736,5.04E-05,293.4452,0.5640609
74.08887,5.92E-05,292.10245,0.31726375
70.401794,5.90E-05,290.47977,0.17838414
72.417496,5.68E-05,289.39325,0.15279351
77.1434,3.74E-05,289.87335,0.16054267
76.48348,3.50E-05,291.15018,0.18519539
79.17188,3.08E-05,292.951,0.22950812
78.239624,5.35E-05,294.06482,0.30954498
75.91878,6.72E-05,294.50247,0.43526575
82.66169,4.69E-05,295.22012,0.52593225
77.38284,6.13E-05,295.09445,0.5760323
75.564674,4.97E-05,294.6815,0.6020166
78.09142,4.23E-05,294.12772,0.55562633
76.980034,4.75E-05,292.93665,0.24357148
74.08723,4.79E-05,291.4765,0.15279472
72.44709,5.88E-05,290.96948,0.13619821
75.95156,3.89E-05,290.8921,0.14425091
75.955635,4.31E-05,291.3215,0.16299486
76.211006,4.12E-05,292.23038,0.19997323
79.51758,4.45E-05,293.95007,0.28759444
73.59691,6.56E-05,294.59024,0.45024773
78.26103,6.75E-05,295.0245,0.5259577
83.220695,4.98E-05,295.3591,0.56011695
76.33637,5.91E-05,294.3492,0.58823985
72.77695,5.19E-05,293.42563,0.55245167
68.4461,7.24E-05,291.7032,0.27403635
70.776855,5.36E-05,290.84836,0.15250778
71.358955,6.61E-05,289.68457,0.13801004
69.5991,5.90E-05,289.16354,0.14811362
74.67651,4.42E-05,290.39465,0.1699055
74.90021,4.25E-05,291.65982,0.22034964
78.32145,4.45E-05,294.0017,0.31753805
80.75115,5.60E-05,294.76587,0.4540909
79.16843,7.75E-05,294.93982,0.52290845
81.610825,5.18E-05,295.04413,0.56228685
77.792595,4.98E-05,294.68195,0.5923445
77.58203,4.78E-05,293.74326,0.5468181
73.54496,5.99E-05,292.05377,0.30106542
74.03892,5.25E-05,291.36694,0.14761375
70.14391,4.93E-05,290.12183,0.12898207
71.71088,5.19E-05,290.0303,0.13635027
71.512726,3.92E-05,291.1693,0.15471517
75.44176,4.01E-05,292.6925,0.19895299
80.40298,4.12E-05,293.96872,0.27397978
78.62737,4.68E-05,295.65295,0.44016972
78.12104,7.21E-05,296.15942,0.5116043
77.36878,6.74E-05,295.89996,0.56144327
78.404976,4.55E-05,294.66946,0.5917028
77.00623,5.43E-05,294.22122,0.5885339
71.600044,5.89E-05,292.27765,0.3536276
70.61253,6.26E-05,291.23233,0.15650868
70.95363,6.11E-05,289.75522,0.13223672
72.59472,4.69E-05,290.02817,0.14004128
77.27059,4.36E-05,290.92093,0.15830909
80.21195,3.56E-05,292.0147,0.19536331
77.834465,5.23E-05,293.73813,0.31708872
75.34385,5.77E-05,294.82166,0.44103074
75.418495,5.39E-05,295.35547,0.512974
78.10304,4.56E-05,295.84027,0.55379033
75.27648,6.30E-05,295.0353,0.57835186
73.49289,4.98E-05,293.76163,0.5053894
76.477295,4.66E-05,292.7735,0.27820927
68.743385,7.34E-05,291.3039,0.15289286
71.575386,6.14E-05,290.4897,0.13424994
76.29847,3.60E-05,290.57346,0.1403088
76.33475,4.73E-05,290.9015,0.15892908
78.92763,3.93E-05,292.06387,0.20411119
79.479935,3.83E-05,294.22812,0.27548632
76.75822,6.99E-05,294.96753,0.4384698
78.92179,6.37E-05,295.50357,0.5417979
80.20033,4.93E-05,295.5407,0.574692
79.57053,5.90E-05,294.95316,0.5756701
72.84063,7.15E-05,292.86145,0.46103063
74.26063,6.54E-05,291.8363,0.23419239
73.06109,6.13E-05,290.0703,0.14477094
71.44761,5.06E-05,289.67828,0.13195743
78.98354,3.53E-05,290.2125,0.14021547
74.6858,4.22E-05,290.57086,0.16081342
77.823135,4.07E-05,292.44687,0.20185353
76.46598,6.02E-05,293.8111,0.29586318
80.00808,5.86E-05,294.40143,0.46590048
80.61754,5.27E-05,295.23987,0.55706906
78.3024,6.84E-05,295.15475,0.58373266
77.404884,6.01E-05,294.681,0.6079033
73.812035,5.68E-05,293.33893,0.5828991
72.664314,5.20E-05,292.44943,0.31428272
74.00898,5.72E-05,291.63013,0.14892538
72.970566,4.93E-05,290.80222,0.13111527
78.15202,3.44E-05,291.7667,0.13602678
70.78503,6.16E-05,291.26358,0.1516579
75.81564,5.02E-05,292.23358,0.1911509
78.82981,4.84E-05,294.25278,0.27448955
77.051926,7.04E-05,295.3058,0.40266204
81.69927,7.39E-05,295.7551,0.5440099
82.033066,6.36E-05,295.7661,0.579168
77.87347,6.31E-05,294.81683,0.5928828
75.52006,4.46E-05,294.11374,0.4256612
74.70957,6.72E-05,292.7345,0.19511813
72.67502,5.83E-05,291.11557,0.13893697
72.19851,5.09E-05,291.0837,0.13563126
70.90499,4.98E-05,290.52213,0.14459682
74.11833,4.12E-05,291.78928,0.16356662
73.01134,5.29E-05,292.6508,0.20460705
77.64226,5.25E-05,294.79044,0.35498974
76.99435,6.36E-05,295.78137,0.46562707
74.2189,7.56E-05,295.88388,0.52129924
74.98137,6.23E-05,296.1033,0.5621654
77.58831,5.67E-05,295.4394,0.5848156
78.143776,5.41E-05,294.73578,0.51482993
71.3815,7.27E-05,292.938,0.24830553
70.77669,6.62E-05,291.63544,0.14110893
71.03661,6.19E-05,290.97635,0.12876448
73.64517,5.19E-05,290.6554,0.1355731
75.925186,3.81E-05,291.80136,0.15477973
77.70104,3.97E-05,293.60205,0.20025235
76.38155,6.01E-05,294.6658,0.3330979
77.032036,5.40E-05,295.5531,0.4534529
75.42095,7.35E-05,296.05273,0.515513
80.13952,6.46E-05,296.2332,0.5592339
74.86382,6.65E-05,295.18542,0.577151
74.835625,5.64E-05,293.75333,0.5024221
72.95472,5.44E-05,292.64844,0.21512079
74.527725,5.61E-05,292.238,0.13585117
71.42538,5.79E-05,291.03137,0.13087861
72.02693,5.07E-05,291.0125,0.13905129
71.983635,4.37E-05,291.11124,0.15665522
76.80948,4.69E-05,292.59415,0.19460188
77.89083,5.38E-05,294.1886,0.27613905
81.14244,6.75E-05,295.0169,0.45222166
81.22079,6.23E-05,295.40726,0.5454955
81.531235,7.05E-05,295.82718,0.57694745
75.5408,6.19E-05,294.88565,0.6074718
72.58627,6.42E-05,294.06985,0.5525492
73.90696,5.49E-05,292.83682,0.2976451
71.21122,7.67E-05,291.30127,0.15471554
72.28814,5.96E-05,290.77103,0.13695605
71.45711,5.10E-05,290.69492,0.14627516
74.888824,5.34E-05,291.09882,0.16820325
82.53158,3.27E-05,292.7523,0.21509224
80.259056,4.59E-05,294.45676,0.29659596
78.735466,5.46E-05,295.94653,0.42849976
79.31816,7.72E-05,296.16992,0.53384143
77.70224,7.04E-05,295.4583,0.57395154
76.360565,5.60E-05,294.73492,0.6050428
76.17321,5.47E-05,293.983,0.5844406
71.47452,7.15E-05,292.40533,0.34373522
74.45207,5.79E-05,291.2358,0.15232444
71.81768,5.47E-05,290.53864,0.131382
73.79719,4.09E-05,290.8498,0.14260158
73.16915,4.49E-05,291.39926,0.16885196
75.02406,4.75E-05,292.7288,0.24338275
77.33962,5.90E-05,293.62274,0.35640478
77.93239,5.63E-05,295.15085,0.49524936
75.82531,7.79E-05,295.40137,0.5513799
77.53326,6.68E-05,295.07635,0.59158015
79.95496,4.97E-05,294.76666,0.61877865
76.52439,4.55E-05,293.9682,0.6082911
70.9142,7.06E-05,292.71124,0.30671433
71.41814,6.95E-05,291.42706,0.14458671
70.10696,5.63E-05,290.15552,0.12707782
73.319534,4.55E-05,290.68884,0.13421029
73.168335,4.36E-05,291.24124,0.1527567
79.9668,3.68E-05,293.35867,0.18918398
74.46079,5.30E-05,294.79285,0.28129226
72.52031,6.56E-05,295.33466,0.46176293
75.32975,8.33E-05,295.52805,0.552377
75.33694,8.10E-05,294.9707,0.59390193
77.03475,5.62E-05,294.0357,0.6164468
74.92165,5.83E-05,293.21835,0.50067717
74.59868,4.54E-05,292.7669,0.24674629
71.57081,5.14E-05,291.67636,0.14195305
74.44557,4.86E-05,291.32147,0.13012102
72.91936,4.60E-05,291.32642,0.13308261
70.98409,3.75E-05,291.71484,0.15236272
74.75301,5.17E-05,293.21713,0.19675085
73.95228,6.44E-05,293.62204,0.28478596
75.805824,6.57E-05,294.6408,0.4110959
78.65723,6.55E-05,295.6597,0.52108467
83.30892,4.87E-05,295.6253,0.5643573
77.319435,5.45E-05,295.35797,0.58078665
71.64436,7.48E-05,293.578,0.48030877
73.19034,6.59E-05,292.4077,0.19561505
71.161316,7.77E-05,291.22095,0.1294661
70.99212,5.34E-05,290.2165,0.1282909
73.972115,4.10E-05,290.64096,0.13971306
81.702194,3.62E-05,291.52682,0.16229759
78.243454,3.91E-05,292.78342,0.20300277
76.26164,5.01E-05,294.5134,0.30963713
75.88447,6.89E-05,295.12442,0.41421565
79.646965,6.44E-05,295.45047,0.4906858
81.34553,5.53E-05,296.01636,0.5437944
76.82048,5.81E-05,294.85114,0.57781714
76.88482,5.59E-05,293.9355,0.4266027
76.63543,4.80E-05,292.85846,0.17795996
73.60079,7.06E-05,291.4769,0.12857714
